ID,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,Order_Day,Order_Hour,Distance_km
0x5e45,4.8,2022-03-12,Cloudy,Jam,1,Snack,motorcycle,1,Yes,Urban,45,Saturday,21,13.945212240742842
0x313c,4.2,2022-04-01,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,33,Friday,10,1.510488906470836
0xb919,4.6,2022-03-23,Sandstorms,Jam,2,Snack,electric_scooter,1,No,Metropolitian,28,Wednesday,19,10.846782182964
0xaed9,4.7,2022-03-02,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,47,Wednesday,21,19.659120188820907
0xc75f,5.0,2022-02-16,Cloudy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,36,Wednesday,21,17.12926655192194
0x52a6,4.9,2022-03-16,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,27,Wednesday,19,20.141200508759606
0x15b4,4.9,2022-04-03,Cloudy,Low,2,Snack,electric_scooter,1,No,Urban,18,Sunday,9,1.529407991186537
0x3166,4.9,2022-03-10,Windy,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,24,Thursday,18,10.625009378984018
0x9cdd,4.6,2022-03-12,Windy,Medium,2,Snack,scooter,0,No,Metropolitian,15,Saturday,17,17.102456375509604
0x1824,4.7,2022-03-27,Cloudy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,38,Sunday,19,16.796650852961825
0xdebf,4.6,2022-02-15,Sandstorms,Medium,1,Meal,scooter,0,No,Metropolitian,26,Tuesday,16,5.9619097723351295
0xcc89,4.8,2022-02-18,Stormy,Medium,2,Snack,scooter,0,No,Metropolitian,18,Friday,18,12.552275755914394
0xe98,4.9,2022-03-03,Sunny,Jam,2,Meal,scooter,0,No,Metropolitian,21,Thursday,19,7.647645466260274
0x2b78,4.7,2022-03-11,Stormy,Low,1,Buffet,scooter,1,No,Metropolitian,22,Friday,8,1.4880023638894084
0xa789,4.7,2022-04-02,Stormy,Medium,1,Snack,motorcycle,0,No,Metropolitian,27,Saturday,17,11.902413303218285
0x3807,4.8,2022-03-28,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,30,Monday,20,9.297855593284813
0x2923,4.7,2022-04-06,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,30,Wednesday,17,10.692860419649532
0x81ed,4.6,2022-03-08,Stormy,Low,2,Buffet,scooter,0,No,Metropolitian,28,Tuesday,22,10.550310831725128
0xbe66,4.7,2022-04-05,Cloudy,High,2,Drinks,scooter,1,No,Metropolitian,23,Tuesday,13,6.042266599295314
0x288c,4.7,2022-03-21,Sunny,Medium,1,Snack,scooter,1,No,Metropolitian,17,Monday,17,9.177049632235144
0xafdb,4.3,2022-04-06,Cloudy,Jam,2,Meal,motorcycle,0,Yes,Metropolitian,44,Wednesday,20,13.611034203648577
0x652f,4.6,2022-04-01,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,Friday,8,3.0992433209272896
0x3a0c,4.7,2022-03-13,Cloudy,Low,2,Drinks,scooter,1,No,Metropolitian,14,Sunday,10,3.0146251453629738
0xa737,5.0,2022-03-21,Windy,Jam,1,Drinks,scooter,1,No,Metropolitian,33,Monday,20,7.775027531729311
0x7253,4.7,2022-03-12,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,29,Saturday,21,13.592605845095418
0x5ead,4.9,2022-03-10,Fog,Medium,0,Drinks,motorcycle,0,Yes,Metropolitian,40,Thursday,18,16.802572110954586
0x81f7,4.6,2022-03-31,Windy,Medium,2,Buffet,electric_scooter,0,No,Metropolitian,15,Thursday,17,19.940329087742604
0xb9b8,4.2,2022-03-05,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,31,Saturday,23,8.927537676383597
0xd44d,4.9,2022-02-15,Fog,Low,0,Drinks,motorcycle,0,No,Metropolitian,22,Tuesday,10,2.973206328872894
0x913a,4.7,2022-04-03,Cloudy,High,2,Meal,electric_scooter,1,No,Metropolitian,28,Sunday,13,5.951847295146883
0xa0e0,4.6,2022-03-30,Fog,Low,2,Buffet,motorcycle,1,No,Metropolitian,18,Wednesday,9,3.020928024426324
0xb618,4.7,2022-03-23,Sunny,Jam,2,Buffet,motorcycle,1,No,Metropolitian,24,Wednesday,22,20.397442775188328
0xabcf,4.6,2022-03-11,Windy,Low,1,Drinks,motorcycle,0,No,Urban,14,Friday,9,1.5493596914279444
0x4193,4.8,2022-03-25,Sunny,Low,2,Snack,scooter,1,No,Metropolitian,28,Friday,22,13.994592406584347
0x15d3,4.6,2022-03-28,Sandstorms,Low,2,Drinks,motorcycle,1,No,Metropolitian,26,Monday,9,3.0359578343676326
0x8b94,4.7,2022-04-05,Windy,High,0,Drinks,motorcycle,0,No,Urban,22,Tuesday,12,1.5125412443971376
0x757c,3.7,2022-03-16,Sandstorms,Medium,1,Drinks,motorcycle,0,No,Metropolitian,35,Wednesday,17,13.96227361078246
0xb589,4.8,2022-03-18,Sunny,Low,2,Snack,scooter,0,No,Metropolitian,29,Friday,23,16.79744377860206
0xc55d,4.2,2022-02-14,Fog,Jam,2,Drinks,scooter,1,No,Metropolitian,48,Monday,21,12.062190861797566
0xcc26,4.6,2022-02-12,Sunny,Jam,1,Snack,motorcycle,1,No,Metropolitian,28,Saturday,20,10.405069829459713
0xca88,4.9,2022-02-13,Stormy,Low,2,Drinks,motorcycle,1,No,Metropolitian,19,Sunday,9,1.4905500043124964
0x29c0,4.5,2022-03-28,Sandstorms,Low,1,Meal,scooter,0,No,Urban,10,Monday,22,9.329348795430038
0x4cc3,4.5,2022-04-03,Fog,Low,1,Snack,scooter,1,No,Metropolitian,15,Sunday,10,1.5495023088971138
0xadce,4.1,2022-03-31,Sandstorms,Jam,1,Drinks,motorcycle,2,No,Metropolitian,33,Thursday,20,13.961547929942947
0x4c2b,4.6,2022-03-29,Sunny,Jam,1,Buffet,scooter,0,No,Metropolitian,18,Tuesday,21,10.58683235050541
0x9ea8,4.7,2022-03-20,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,29,Sunday,22,10.586758847813408
0x130f,4.9,2022-03-15,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,17,Tuesday,19,7.7462119762407955
0xb5c1,4.4,2022-03-03,Stormy,Medium,0,Snack,motorcycle,1,No,Urban,34,Thursday,17,7.647421636955068
0xc993,5.0,2022-02-12,Windy,Medium,1,Snack,scooter,1,No,Metropolitian,18,Saturday,18,10.578385268615744
0xbcd2,5.0,2022-03-27,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,26,Sunday,22,16.821191645783845
0x5173,4.6,2022-03-26,Sandstorms,Jam,1,Snack,motorcycle,1,No,Metropolitian,27,Saturday,20,7.5891604266055
0xd219,4.9,2022-02-15,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,29,Tuesday,20,9.414207472710387
0xad3c,3.7,2022-03-02,Stormy,Medium,1,Snack,scooter,1,No,Metropolitian,34,Wednesday,18,17.102456375509604
0xd16a,4.9,2022-02-14,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,21,Monday,20,10.27146402322994
0xdd57,4.6,2022-02-15,Fog,High,1,Drinks,motorcycle,1,No,Metropolitian,23,Tuesday,12,6.276138627413788
0x1755,4.6,2022-04-03,Fog,Medium,1,Drinks,scooter,1,No,Metropolitian,16,Sunday,18,9.203840392783977
0x9a61,4.6,2022-03-03,Cloudy,Low,1,Snack,scooter,1,No,Urban,18,Thursday,23,7.670564060247191
0x548d,4.9,2022-04-05,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,17,Tuesday,19,4.707104052532131
0x6ecd,4.8,2022-03-10,Sandstorms,Medium,2,Meal,motorcycle,0,No,Metropolitian,15,Thursday,18,12.392465625777453
0xd928,4.9,2022-02-11,Cloudy,Low,0,Snack,motorcycle,1,No,Urban,18,Friday,10,3.0228345093627196
0xb68b,4.6,2022-03-17,Sandstorms,Medium,1,Snack,scooter,1,No,Metropolitian,30,Thursday,15,6.2056636259809475
0x2311,4.9,2022-03-30,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,29,Wednesday,20,9.16087857490925
0xd068,4.8,2022-02-13,Sandstorms,Low,1,Buffet,motorcycle,1,No,Metropolitian,22,Sunday,10,1.5574335769884062
0x35ca,4.6,2022-03-19,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,32,Saturday,19,7.756952986806547
0x77ca,4.5,2022-03-09,Windy,Low,0,Buffet,motorcycle,1,No,Urban,29,Wednesday,9,3.0538409693007513
0x9633,4.4,2022-03-29,Fog,Low,1,Snack,motorcycle,1,No,Urban,34,Tuesday,23,12.395167974024298
0x4d5a,4.9,2022-03-30,Sandstorms,Medium,2,Drinks,scooter,1,No,Metropolitian,26,Wednesday,18,7.747301749382407
0xb6ff,4.9,2022-03-02,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,22,Wednesday,22,13.744202599729608
0xda0,4.8,2022-03-24,Windy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,30,Thursday,19,9.061353966600347
0x5a9c,5.0,2022-03-03,Sandstorms,Medium,0,Snack,motorcycle,1,No,Urban,26,Thursday,18,4.602448566244239
0x17b0,5.0,2022-03-09,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,27,Wednesday,19,4.530901473573473
0xb65b,4.6,2022-04-06,Stormy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,23,Wednesday,18,12.081149886335265
0x4e78,4.7,2022-03-07,Cloudy,High,2,Drinks,electric_scooter,1,No,Metropolitian,26,Monday,15,6.219617510976561
0x9020,4.6,2022-03-02,Cloudy,Jam,1,Drinks,scooter,2,No,Metropolitian,40,Wednesday,21,13.610673965426368
0x3741,4.1,2022-03-18,Cloudy,Medium,2,Snack,scooter,0,No,Metropolitian,31,Friday,18,17.103050518544617
0x8d75,4.8,2022-04-02,Sandstorms,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,27,Saturday,21,16.6106931151329
0xcefa,4.7,2022-02-16,Fog,Medium,1,Meal,scooter,0,No,Urban,29,Wednesday,17,13.869942168879726
0x7c94,4.8,2022-03-11,Sunny,Low,2,Snack,scooter,1,No,Urban,19,Friday,10,3.1380694073889375
0x96fe,4.9,2022-03-30,Stormy,High,1,Snack,motorcycle,0,No,Metropolitian,28,Wednesday,11,3.0250325843898467
0xe272,4.7,2022-02-11,Sunny,Medium,1,Meal,motorcycle,0,No,Metropolitian,20,Friday,18,4.707104052532131
0xe47,4.8,2022-03-13,Stormy,Medium,2,Buffet,motorcycle,0,No,Metropolitian,33,Sunday,17,9.307954561040031
0x6d7e,4.7,2022-03-29,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,18,Tuesday,22,20.166026938026103
0xbadf,4.9,2022-03-31,Cloudy,Low,2,Buffet,motorcycle,0,No,Metropolitian,22,Thursday,23,10.571600405915428
0xdf1c,5.0,2022-02-18,Stormy,Jam,2,Meal,electric_scooter,0,No,Urban,21,Friday,21,20.807497131813285
0x5bbf,4.7,2022-03-15,Cloudy,High,1,Drinks,motorcycle,1,No,Metropolitian,36,Tuesday,12,6.0411505795634
0xd2b7,4.6,2022-02-13,Cloudy,Jam,0,Snack,motorcycle,0,No,Metropolitian,29,Sunday,20,4.627389225547364
0xdc32,4.8,2022-02-14,Cloudy,Jam,2,Meal,motorcycle,1,No,Metropolitian,41,Monday,20,16.100181006773923
0x494b,4.6,2022-03-24,Stormy,Low,1,Buffet,motorcycle,1,No,Metropolitian,24,Thursday,10,3.1098846908757523
0x5f6e,4.7,2022-03-11,Windy,Low,2,Buffet,scooter,1,No,Metropolitian,25,Friday,22,4.580697136311829
0x65fe,4.0,2022-03-23,Stormy,Medium,0,Snack,motorcycle,2,No,Metropolitian,34,Wednesday,17,16.79399979607481
0xba7f,4.6,2022-03-09,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,27,Wednesday,10,1.551396699364718
0x8c44,4.8,2022-03-02,Windy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,28,Wednesday,18,12.2709972173604
0xab35,4.7,2022-03-31,Sunny,Jam,1,Snack,scooter,1,No,Urban,10,Thursday,21,10.983241696284244
0xbb0e,4.8,2022-03-31,Cloudy,Low,2,Buffet,electric_scooter,0,No,Urban,28,Thursday,22,12.410449792093456
0xa1a6,4.3,2022-03-17,Stormy,High,0,Drinks,motorcycle,3,Yes,Metropolitian,46,Thursday,11,3.059240455493852
0x73e0,4.6,2022-03-29,Fog,Medium,2,Snack,scooter,1,No,Metropolitian,30,Tuesday,17,12.082261071804547
0xa4b1,5.0,2022-03-13,Windy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,28,Sunday,17,9.32995691639106
0x7f3b,4.3,2022-04-05,Sandstorms,High,0,Snack,motorcycle,1,No,Metropolitian,37,Tuesday,13,6.136334249934516
0x13eb,4.3,2022-03-02,Fog,Medium,1,Drinks,scooter,1,Yes,Metropolitian,41,Wednesday,18,10.624481568765878
0x6819,3.8,2022-03-06,Sandstorms,Medium,1,Drinks,motorcycle,1,No,Metropolitian,32,Sunday,18,14.121309628180253
0xc618,4.7,2022-02-17,Sunny,Low,2,Drinks,motorcycle,0,No,Urban,17,Thursday,10,1.5114149510360495
0x1fc3,4.7,2022-04-04,Stormy,Medium,1,Snack,scooter,0,No,Metropolitian,23,Monday,17,13.660190417820273
0xcb34,5.0,2022-02-18,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,14,Friday,20,11.96809200296597
0x7097,4.6,2022-03-04,Fog,Medium,1,Drinks,motorcycle,1,No,Metropolitian,31,Friday,18,10.737933491387624
0x1f44,4.1,2022-03-25,Stormy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,39,Friday,21,16.796129650059807
0x68e4,4.6,2022-03-17,Cloudy,High,0,Meal,motorcycle,0,No,Metropolitian,21,Thursday,12,6.1177745597423066
0x19bb,4.9,2022-04-06,Fog,Medium,1,Snack,scooter,0,No,Metropolitian,25,Wednesday,17,12.393366266349965
0xc574,4.6,2022-02-15,Windy,High,1,Snack,motorcycle,1,No,Metropolitian,26,Tuesday,14,6.276138627413788
0x4d6f,4.7,2022-03-08,Stormy,Low,2,Meal,scooter,0,No,Metropolitian,18,Tuesday,22,20.14291139576411
0xcc8a,4.7,2022-02-11,Windy,Medium,2,Meal,electric_scooter,0,No,Urban,22,Friday,17,7.705091176861137
0xafea,4.1,2022-03-31,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,34,Thursday,17,13.945658037651098
0x8ff4,4.3,2022-03-06,Fog,Medium,2,Snack,scooter,1,No,Metropolitian,38,Sunday,18,10.706698044121364
0x6351,4.1,2022-03-03,Fog,High,1,Meal,motorcycle,0,No,Metropolitian,33,Thursday,11,3.014138004074559
0x56a0,4.9,2022-03-29,Sandstorms,Medium,2,Meal,scooter,0,No,Metropolitian,20,Tuesday,17,17.039971971806022
0x6230,4.8,2022-03-07,Sandstorms,High,2,Meal,scooter,1,No,Metropolitian,30,Monday,14,6.108962178720502
0x575f,4.3,2022-03-01,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,15,Tuesday,23,4.580697136311829
0xd73d,4.9,2022-02-14,Windy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,18,Monday,23,19.02725076200763
0xd03c,4.9,2022-02-15,Fog,Low,2,Snack,electric_scooter,1,No,Urban,18,Tuesday,10,1.5690347154047224
0xca0c,4.9,2022-02-11,Sunny,Low,0,Buffet,motorcycle,0,No,Metropolitian,16,Friday,10,1.5424975866289141
0x7ecc,4.7,2022-03-10,Fog,Low,2,Meal,electric_scooter,0,No,Metropolitian,27,Thursday,22,16.873347387885367
0x14d6,4.9,2022-03-23,Sunny,Medium,1,Buffet,motorcycle,0,No,Metropolitian,25,Wednesday,18,16.823894329937332
0x7a75,5.0,2022-03-17,Sandstorms,High,1,Snack,motorcycle,1,No,Metropolitian,22,Thursday,14,6.028889249813659
0x5995,4.7,2022-03-14,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,29,Monday,19,19.342014987765523
0x72ba,4.3,2022-04-06,Windy,Jam,2,Meal,electric_scooter,0,No,Metropolitian,36,Wednesday,21,17.103104604488404
0x4208,4.6,2022-03-04,Cloudy,Jam,0,Drinks,motorcycle,2,Yes,Metropolitian,48,Friday,20,20.137065622347322
0x28d5,4.9,2022-03-20,Sandstorms,Medium,2,Buffet,scooter,1,No,Metropolitian,28,Sunday,18,19.58824065849606
0x70c2,4.3,2022-03-19,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,32,Saturday,19,4.582113704313201
0x25c9,4.8,2022-03-03,Stormy,Medium,2,Meal,motorcycle,1,No,Metropolitian,33,Thursday,15,6.10820338181505
0x24f4,4.2,2022-03-06,Fog,Medium,2,Meal,scooter,0,No,Urban,36,Sunday,18,20.166026938026103
0x48f5,4.3,2022-03-03,Windy,Low,0,Meal,motorcycle,0,No,Metropolitian,23,Thursday,9,1.5179323327587648
0x8684,4.8,2022-03-21,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,23,Monday,17,9.06140788892475
0xdcd0,4.4,2022-02-18,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,33,Friday,18,19.070401048292606
0x968b,4.7,2022-03-24,Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,10,Thursday,8,3.0146017669132554
0xbc62,5.0,2022-03-02,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,48,Wednesday,21,13.737901435757422
0x3f63,4.4,2022-04-06,Fog,Medium,2,Meal,scooter,1,No,Metropolitian,31,Wednesday,17,17.06389883948774
0xb639,4.0,2022-04-02,Cloudy,Jam,2,Meal,scooter,1,No,Metropolitian,43,Saturday,19,20.827428182142093
0xdee4,4.1,2022-02-13,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,38,Sunday,19,8.942577038182131
0x6ab8,4.0,2022-03-08,Stormy,Medium,0,Drinks,motorcycle,2,Yes,Metropolitian,47,Tuesday,18,13.661195168529341
0x8714,4.0,2022-03-04,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,39,Friday,19,13.764250249667594
0xcd82,4.6,2022-02-15,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,25,Tuesday,22,4.707104052532131
0x8101,4.6,2022-03-30,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,14,Wednesday,20,7.562208879649091
0xd07e,4.4,2022-02-16,Cloudy,Low,0,Meal,motorcycle,0,No,Metropolitian,42,Wednesday,22,10.579254772931849
0xcd95,3.7,2022-02-15,Sunny,Jam,0,Snack,motorcycle,1,No,Urban,47,Tuesday,19,7.786617813234494
0x6d31,5.0,2022-03-28,Cloudy,Jam,2,Snack,motorcycle,1,No,Metropolitian,33,Monday,21,9.061162036854244
0x846f,4.6,2022-03-04,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,15,Friday,21,20.828297086837768
0x8c1d,4.2,2022-03-17,Sandstorms,High,0,Drinks,motorcycle,0,No,Metropolitian,45,Thursday,13,6.02856929050386
0x8902,5.0,2022-03-03,Cloudy,Jam,2,Drinks,scooter,1,No,Urban,28,Thursday,20,7.636095878025375
0x3073,5.0,2022-03-25,Sunny,Medium,1,Drinks,scooter,1,No,Metropolitian,17,Friday,18,13.659644060860991
0x8465,4.6,2022-04-01,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,28,Friday,18,4.521130413569851
0xc9ae,4.9,2022-02-12,Stormy,Jam,0,Snack,motorcycle,1,No,Urban,29,Saturday,19,10.405250936850274
0x28c7,4.4,2022-03-03,Windy,Medium,0,Buffet,motorcycle,1,No,Urban,33,Thursday,17,4.648468135610773
0xa516,4.6,2022-03-20,Stormy,Medium,2,Buffet,scooter,0,No,Metropolitian,16,Sunday,18,19.63121915859949
0xd6a7,4.3,2022-02-16,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,35,Wednesday,20,19.446216141440505
0x1dd1,4.7,2022-03-23,Cloudy,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,44,Wednesday,20,19.34026244163592
0x19eb,4.6,2022-04-04,Windy,Jam,2,Meal,motorcycle,0,No,Metropolitian,17,Monday,19,12.438927835428666
0xcb81,4.2,2022-02-11,Sunny,High,0,Drinks,motorcycle,3,No,Metropolitian,53,Friday,11,1.4962371335617215
0x7eb5,5.0,2022-03-25,Windy,Medium,0,Buffet,motorcycle,1,Yes,Metropolitian,49,Friday,18,13.962233538599422
0xc23c,4.7,2022-02-15,Sandstorms,Jam,2,Buffet,scooter,1,No,Urban,32,Tuesday,21,7.336028093102058
0xbed5,4.6,2022-03-15,Cloudy,High,2,Snack,electric_scooter,1,No,Metropolitian,39,Tuesday,12,6.2195799756053045
0x31b4,4.5,2022-03-12,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,38,Saturday,18,14.121309628180253
0x908a,5.0,2022-03-28,Cloudy,Jam,1,Drinks,scooter,1,No,Metropolitian,27,Monday,19,4.6541487717479715
0xd799,4.7,2022-02-18,Windy,Jam,1,Snack,scooter,0,No,Metropolitian,24,Friday,19,16.349702558993904
0x5aba,5.0,2022-04-04,Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,17,Monday,21,19.8516232898003
0x495f,4.0,2022-03-14,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,33,Monday,21,12.057018583052516
0x3250,4.8,2022-04-05,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,24,Tuesday,19,9.414207472710387
0x304e,4.7,2022-04-01,Cloudy,Low,2,Snack,scooter,0,No,Metropolitian,15,Friday,9,3.1380694073889375
0x3169,5.0,2022-03-10,Sandstorms,Medium,2,Meal,scooter,1,No,Metropolitian,21,Thursday,18,16.79186931198531
0x60b4,4.5,2022-04-05,Windy,High,2,Snack,motorcycle,0,No,Metropolitian,10,Tuesday,12,6.071959804867507
0xc910,4.7,2022-02-11,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,19,Friday,9,1.5573224678868558
0xbcee,5.0,2022-03-19,Fog,Medium,1,Drinks,motorcycle,0,No,Urban,19,Saturday,15,5.952088885203559
0xc320,4.5,2022-02-12,Sandstorms,Jam,2,Meal,scooter,1,No,Metropolitian,26,Saturday,19,11.923277133668593
0xac28,4.7,2022-03-08,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,21,Tuesday,22,11.902765808034964
0xd7b1,4.9,2022-02-18,Windy,Low,2,Meal,scooter,0,No,Metropolitian,15,Friday,23,17.259376716936664
0x94e0,5.0,2022-03-23,Sunny,Medium,2,Buffet,motorcycle,1,No,Metropolitian,19,Wednesday,18,13.389956650652868
0xdf7b,4.5,2022-02-17,Sandstorms,High,1,Snack,scooter,1,No,Metropolitian,25,Thursday,13,6.276138627413788
0xbd87,4.8,2022-03-18,Sandstorms,Medium,1,Meal,scooter,1,No,Metropolitian,25,Friday,18,19.630145098916646
0x755e,4.1,2022-03-12,Cloudy,Medium,2,Buffet,scooter,1,No,Metropolitian,38,Saturday,17,16.614314977476777
0x9916,4.7,2022-04-05,Cloudy,Jam,1,Snack,motorcycle,1,No,Metropolitian,25,Tuesday,20,4.588878401100727
0xd1a3,4.4,2022-02-11,Cloudy,High,2,Drinks,scooter,1,No,Metropolitian,39,Friday,13,5.961850874381983
0xa6d9,4.9,2022-04-03,Fog,Low,1,Drinks,scooter,0,No,Metropolitian,14,Sunday,22,8.92749930283016
0x8f1e,4.3,2022-03-14,Cloudy,Medium,2,Drinks,motorcycle,2,No,Metropolitian,42,Monday,17,19.659104803877018
0xc1c7,4.5,2022-02-15,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,26,Tuesday,16,6.229340678593342
0x6768,4.5,2022-03-24,Windy,Medium,2,Buffet,scooter,0,No,Metropolitian,25,Thursday,16,6.1978304625342036
0xdf34,4.6,2022-02-13,Fog,Medium,2,Meal,motorcycle,0,No,Urban,11,Sunday,17,4.707104052532131
0x7a6b,4.5,2022-03-31,Windy,Jam,1,Snack,motorcycle,0,No,Metropolitian,21,Thursday,20,16.823323902378387
0xbfd5,4.8,2022-02-13,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,12,Sunday,15,6.095236580180058
0x8354,4.8,2022-03-07,Cloudy,High,0,Buffet,motorcycle,0,No,Metropolitian,22,Monday,14,6.219459890681099
0x2e0e,4.6,2022-03-19,Fog,Jam,1,Meal,motorcycle,0,No,Metropolitian,34,Saturday,21,4.58867069997304
0xa0d9,4.8,2022-03-04,Windy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,25,Friday,22,10.883809439830864
0x621d,4.6,2022-04-03,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,11,Sunday,19,7.747872373794997
0x358b,4.6,2022-03-13,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,11,Sunday,17,7.7455168127771685
0x5ad3,4.8,2022-03-03,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,22,Thursday,21,9.329347284017294
0xc8f3,5.0,2022-02-14,Stormy,Low,2,Meal,motorcycle,0,No,Metropolitian,25,Monday,23,13.411975059744568
0x7248,3.6,2022-03-27,Sunny,Jam,2,Drinks,scooter,0,No,Metropolitian,32,Sunday,20,10.884116941798604
0x7bf9,4.6,2022-03-12,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,17,Saturday,22,13.961608340957845
0x40bd,4.6,2022-03-29,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,Tuesday,22,17.259376716936664
0x7d98,4.0,2022-04-06,Sandstorms,Jam,0,Buffet,motorcycle,0,No,Metropolitian,46,Wednesday,20,20.141516380852213
0x2673,4.7,2022-03-01,Stormy,High,0,Meal,motorcycle,2,No,Urban,49,Tuesday,11,1.5495871139522706
0xb299,5.0,2022-03-21,Sunny,Low,2,Buffet,electric_scooter,0,No,Urban,22,Monday,9,1.5514034361583107
0xcf36,4.5,2022-02-15,Windy,High,1,Drinks,scooter,1,No,Metropolitian,27,Tuesday,11,2.9731450184154755
0x41dc,4.6,2022-04-06,Stormy,Low,2,Snack,scooter,1,No,Urban,28,Wednesday,22,20.21236367487059
0xb4d3,4.9,2022-03-12,Windy,Low,1,Meal,scooter,1,No,Metropolitian,28,Saturday,22,20.829237887189812
0x9781,4.7,2022-04-04,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,26,Monday,21,13.806307264632855
0x3c42,4.5,2022-03-07,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,41,Monday,19,9.04307025837713
0x5b7d,4.2,2022-03-09,Fog,Jam,2,Meal,scooter,0,No,Metropolitian,31,Wednesday,19,4.463998184430929
0x3a00,4.7,2022-04-02,Stormy,Jam,1,Snack,motorcycle,1,No,Metropolitian,26,Saturday,19,10.572294774886384
0x38a6,4.6,2022-03-11,Sunny,Low,0,Drinks,motorcycle,1,No,Urban,21,Friday,22,9.061995111687809
0x3bf3,4.6,2022-03-30,Windy,Low,1,Meal,scooter,1,No,Metropolitian,17,Wednesday,9,1.5496965554268864
0xacb0,4.5,2022-03-30,Stormy,Jam,1,Buffet,motorcycle,1,No,Urban,26,Wednesday,21,9.175803174868914
0xbde2,4.4,2022-03-02,Cloudy,Medium,1,Buffet,motorcycle,2,No,Metropolitian,44,Wednesday,18,20.142918601975556
0x7a25,4.4,2022-03-27,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,43,Sunday,18,10.415104203648255
0xad1f,4.6,2022-03-29,Windy,Medium,0,Meal,motorcycle,0,No,Metropolitian,25,Tuesday,18,10.846702356618382
